id,team,champions,win
ESPORTSTMNT02/1280894,Red,"['Camille', 'Olaf', 'Ryze', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT02/1281030,Blue,"['Aatrox', ""Rek'Sai"", 'Rumble', 'Aphelios', 'Rakan']",1
ESPORTSTMNT02/1281030,Red,"['Renekton', 'Olaf', 'Azir', 'Ornn', 'Senna']",0
ESPORTSTMNT02/1281070,Blue,"['Camille', 'Gragas', 'Zoe', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT02/1281070,Red,"['Aatrox', ""Rek'Sai"", 'Orianna', 'Miss Fortune', 'Braum']",0
ESPORTSTMNT02/1281100,Blue,"['Ornn', 'Gragas', 'Syndra', 'Aphelios', 'Braum']",1
ESPORTSTMNT02/1281100,Red,"['Aatrox', 'Jarvan IV', 'Orianna', 'Ezreal', 'Karma']",0
ESPORTSTMNT02/1281103,Blue,"['Aatrox', 'Lee Sin', 'Diana', 'Aphelios', 'Blitzcrank']",1
ESPORTSTMNT02/1281103,Red,"['Renekton', 'Olaf', 'LeBlanc', 'Miss Fortune', 'Bard']",0
ESPORTSTMNT02/1281110,Blue,"['Aatrox', 'Karthus', 'Ornn', 'Aphelios', 'Braum']",0
ESPORTSTMNT02/1281110,Red,"['Kennen', 'Lee Sin', 'Kayle', 'Miss Fortune', 'Rakan']",1
ESPORTSTMNT02/1281117,Blue,"['Ornn', 'Nocturne', 'LeBlanc', 'Miss Fortune', 'Taric']",0
ESPORTSTMNT02/1281117,Red,"['Sett', 'Elise', 'Cassiopeia', 'Varus', 'Nami']",1
ESPORTSTMNT02/1281241,Blue,"['Sett', 'Karthus', 'LeBlanc', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1281241,Red,"['Aatrox', 'Lee Sin', 'Zoe', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT02/1281254,Blue,"['Ornn', 'Lee Sin', 'Ryze', 'Kalista', 'Taric']",0
ESPORTSTMNT02/1281254,Red,"['Gangplank', 'Sejuani', 'Cassiopeia', 'Ezreal', 'Nautilus']",1
ESPORTSTMNT02/1281267,Blue,"['Irelia', 'Lee Sin', 'Ryze', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT02/1281267,Red,"['Aatrox', 'Jarvan IV', 'Rumble', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1281281,Blue,"['Sett', 'Elise', 'Qiyana', 'Varus', 'Tahm Kench']",1
ESPORTSTMNT02/1281281,Red,"['Akali', 'Gragas', 'Renekton', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1281294,Blue,"['Aatrox', 'Elise', 'Syndra', 'Varus', 'Leona']",0
ESPORTSTMNT02/1281294,Red,"['Fiora', 'Jarvan IV', 'Corki', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT02/1281307,Blue,"['Aatrox', 'Trundle', 'Neeko', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT02/1281307,Red,"['Sett', 'Sejuani', 'Cassiopeia', ""Kai'Sa"", 'Nautilus']",1
ESPORTSTMNT02/1281318,Blue,"['Sion', 'Gragas', 'Lucian', 'Kalista', 'Thresh']",0
ESPORTSTMNT02/1281318,Red,"['Aatrox', 'Karthus', 'Rumble', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT02/1281322,Blue,"['Sett', 'Lee Sin', 'Ryze', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT02/1281322,Red,"['Soraka', 'Olaf', 'Ornn', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT02/1281338,Blue,"['Gangplank', 'Jarvan IV', 'Syndra', 'Varus', 'Nautilus']",0
ESPORTSTMNT02/1281338,Red,"['Aatrox', ""Rek'Sai"", 'Zoe', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT02/1281506,Blue,"['Gangplank', 'Elise', 'Orianna', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT02/1281506,Red,"['Ornn', 'Jarvan IV', 'Diana', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1281543,Blue,"['Gangplank', 'Lee Sin', 'Rumble', 'Aphelios', 'Leona']",1
ESPORTSTMNT02/1281543,Red,"['Sett', 'Jarvan IV', 'LeBlanc', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1281549,Blue,"['Sett', 'Gragas', 'Yasuo', ""Kai'Sa"", 'Nautilus']",0
ESPORTSTMNT02/1281549,Red,"['Mordekaiser', 'Sejuani', 'Vladimir', 'Varus', 'Tahm Kench']",1
ESPORTSTMNT02/1281574,Blue,"['Aatrox', 'Pantheon', 'Taliyah', 'Aphelios', 'Braum']",0
ESPORTSTMNT02/1281574,Red,"['Ornn', 'Lee Sin', 'Syndra', 'Miss Fortune', 'Yuumi']",1
ESPORTSTMNT02/1281594,Blue,"['Sion', 'Elise', 'Ornn', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1281594,Red,"['Gangplank', 'Ekko', ""Vel'Koz"", 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1281605,Blue,"['Renekton', 'Lee Sin', 'LeBlanc', 'Lucian', 'Yuumi']",1
ESPORTSTMNT02/1281605,Red,"['Ornn', ""Rek'Sai"", 'Corki', 'Ezreal', 'Braum']",0
ESPORTSTMNT02/1281613,Blue,"['Renekton', 'Jarvan IV', 'Zoe', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1281613,Red,"['Kennen', 'Gragas', 'Yasuo', 'Varus', 'Thresh']",1
ESPORTSTMNT02/1281625,Blue,"['Sett', 'Karthus', 'Lucian', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1281625,Red,"['Aatrox', 'Sejuani', 'Cassiopeia', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT02/1281646,Blue,"['Aatrox', 'Olaf', 'Ornn', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT02/1281646,Red,"['Mordekaiser', 'Jarvan IV', 'Cassiopeia', 'Aphelios', 'Braum']",0
ESPORTSTMNT02/1282702,Blue,"['Sett', 'Jarvan IV', 'Rumble', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1282702,Red,"['Soraka', 'Olaf', 'Ornn', 'Miss Fortune', 'Morgana']",1
ESPORTSTMNT02/1282839,Blue,"['Gragas', ""Rek'Sai"", 'Yasuo', 'Ziggs', 'Taric']",0
ESPORTSTMNT02/1282839,Red,"['Kled', 'Lee Sin', 'LeBlanc', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT02/1282898,Blue,"['Aatrox', 'Lee Sin', 'Zoe', 'Senna', 'Galio']",0
ESPORTSTMNT02/1282898,Red,"['Ornn', 'Elise', 'Cassiopeia', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT02/1282921,Blue,"['Kennen', 'Trundle', 'Akali', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT02/1282921,Red,"['Aatrox', 'Sejuani', ""Vel'Koz"", 'Miss Fortune', 'Braum']",1
ESPORTSTMNT02/1282946,Blue,"['Ornn', 'Olaf', 'Cassiopeia', 'Lucian', 'Braum']",0
ESPORTSTMNT02/1282946,Red,"['Dr. Mundo', 'Gragas', 'Ryze', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1283124,Blue,"['Renekton', 'Sejuani', 'Azir', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT02/1283124,Red,"['Aatrox', 'Jarvan IV', 'Corki', 'Lucian', 'Yuumi']",0
ESPORTSTMNT02/1283134,Blue,"['Viktor', 'Jarvan IV', 'Ornn', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1283134,Red,"['Soraka', 'Sejuani', 'Qiyana', 'Miss Fortune', 'Morgana']",0
ESPORTSTMNT02/1283146,Blue,"['Aatrox', 'Jarvan IV', 'Galio', 'Kalista', 'Thresh']",0
ESPORTSTMNT02/1283146,Red,"['Camille', 'Sejuani', 'Zoe', 'Miss Fortune', 'Yuumi']",1
ESPORTSTMNT02/1283154,Blue,"['Lucian', 'Sejuani', 'Ornn', 'Varus', 'Braum']",0
ESPORTSTMNT02/1283154,Red,"['Illaoi', 'Elise', 'Syndra', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT02/1283186,Blue,"['Ornn', 'Lee Sin', 'Syndra', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1283186,Red,"['Mordekaiser', 'Olaf', 'Zoe', 'Ashe', 'Tahm Kench']",0
ESPORTSTMNT02/1283653,Blue,"['Gangplank', 'Jarvan IV', 'Malzahar', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT02/1283653,Red,"['Aatrox', 'Lee Sin', 'Zoe', ""Kai'Sa"", 'Thresh']",0
ESPORTSTMNT02/1283659,Blue,"['Sett', 'Olaf', 'Zoe', 'Miss Fortune', 'Yuumi']",1
ESPORTSTMNT02/1283659,Red,"['Soraka', 'Ekko', 'Orianna', 'Varus', 'Braum']",0
ESPORTSTMNT02/1283670,Blue,"['Vladimir', ""Rek'Sai"", 'Syndra', 'Miss Fortune', 'Alistar']",1
ESPORTSTMNT02/1283670,Red,"['Gangplank', 'Jarvan IV', 'Malzahar', 'Kalista', 'Morgana']",0
ESPORTSTMNT02/1283675,Blue,"['Ornn', 'Olaf', 'Syndra', 'Varus', 'Thresh']",0
ESPORTSTMNT02/1283675,Red,"['Aatrox', 'Gragas', 'LeBlanc', 'Ezreal', 'Braum']",1
ESPORTSTMNT02/1283698,Blue,"['Gangplank', 'Jarvan IV', 'Viktor', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT02/1283698,Red,"['Sett', ""Rek'Sai"", 'Syndra', 'Varus', 'Blitzcrank']",1
ESPORTSTMNT02/1283701,Blue,"['Gnar', 'Elise', 'Zoe', 'Aphelios', 'Alistar']",0
ESPORTSTMNT02/1283701,Red,"['Camille', 'Lee Sin', 'Ryze', ""Kai'Sa"", 'Leona']",1
ESPORTSTMNT02/1283722,Blue,"['Ornn', 'Nidalee', 'Ryze', 'Aphelios', 'Braum']",1
ESPORTSTMNT02/1283722,Red,"['Aatrox', 'Jarvan IV', 'Sylas', 'Ashe', 'Rumble']",0
ESPORTSTMNT02/1283735,Blue,"['Aatrox', 'Olaf', 'Zoe', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT02/1283735,Red,"['Renekton', 'Lee Sin', 'Lux', 'Miss Fortune', 'Bard']",0
ESPORTSTMNT02/1283754,Blue,"['Mordekaiser', 'Olaf', 'Varus', 'Jhin', 'Thresh']",1
ESPORTSTMNT02/1283754,Red,"['Gangplank', 'Lee Sin', 'Zoe', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1283764,Blue,"['Aatrox', 'Elise', 'Zoe', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT02/1283764,Red,"['Renekton', 'Taliyah', 'Tristana', 'Miss Fortune', 'Bard']",0
ESPORTSTMNT02/1283771,Blue,"['Sett', 'Gragas', 'Yasuo', 'Lucian', 'Braum']",1
ESPORTSTMNT02/1283771,Red,"['Renekton', 'Lee Sin', 'Azir', 'Aphelios', 'Leona']",0
ESPORTSTMNT02/1283791,Blue,"['Mordekaiser', 'Lee Sin', 'Syndra', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT02/1283791,Red,"['Gangplank', ""Kha'Zix"", 'Rumble', 'Lucian', 'Braum']",0
ESPORTSTMNT02/1283799,Blue,"['Sett', ""Rek'Sai"", 'Zoe', 'Lucian', 'Alistar']",0
ESPORTSTMNT02/1283799,Red,"['Vladimir', 'Lee Sin', 'Syndra', 'Ezreal', 'Thresh']",1
ESPORTSTMNT02/1283819,Blue,"['Sett', ""Rek'Sai"", 'Orianna', 'Miss Fortune', 'Blitzcrank']",1
ESPORTSTMNT02/1283819,Red,"['Ornn', 'Thresh', 'Vayne', 'Aphelios', 'Lee Sin']",0
ESPORTSTMNT02/1283833,Blue,"['Fiora', 'Blitzcrank', 'Ziggs', 'Xayah', 'Gragas']",0
ESPORTSTMNT02/1283833,Red,"['Sett', ""Rek'Sai"", 'Cassiopeia', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT02/1284067,Blue,"['Renekton', 'Sejuani', 'Azir', 'Miss Fortune', 'Yuumi']",0
ESPORTSTMNT02/1284067,Red,"['Sett', 'Trundle', 'Soraka', 'Varus', 'Braum']",1
ESPORTSTMNT02/1284112,Blue,"['Sett', 'Sejuani', 'Zoe', 'Aphelios', 'Braum']",1
ESPORTSTMNT02/1284112,Red,"['Ornn', 'Karthus', 'Viktor', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1284202,Blue,"['Aatrox', 'Olaf', 'Ryze', 'Ziggs', 'Karma']",0
ESPORTSTMNT02/1284202,Red,"['Soraka', 'Jarvan IV', 'Cassiopeia', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1284212,Blue,"['Ornn', 'Jarvan IV', 'Ryze', 'Miss Fortune', 'Bard']",1
ESPORTSTMNT02/1284212,Red,"['Aatrox', 'Gragas', 'Syndra', 'Ezreal', 'Braum']",0
ESPORTSTMNT02/1284241,Blue,"['Aatrox', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Morgana']",1
ESPORTSTMNT02/1284241,Red,"['Sett', ""Rek'Sai"", 'Akali', 'Miss Fortune', 'Karma']",0
ESPORTSTMNT02/1284276,Blue,"['Olaf', 'Ekko', 'Urgot', 'Lucian', 'Yuumi']",1
ESPORTSTMNT02/1284276,Red,"['Renekton', 'Jarvan IV', 'Syndra', 'Ezreal', 'Volibear']",0
ESPORTSTMNT02/1284490,Blue,"['Aatrox', 'Ekko', 'Syndra', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT02/1284490,Red,"['Ornn', 'Gragas', 'Rumble', 'Kalista', 'Alistar']",1
ESPORTSTMNT02/1284515,Blue,"['Renekton', 'Sejuani', 'Corki', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1284515,Red,"['Mordekaiser', 'Lee Sin', 'Cassiopeia', 'Ashe', 'Thresh']",1
ESPORTSTMNT02/1284540,Blue,"['Vladimir', 'Jarvan IV', 'Pantheon', 'Varus', 'Thresh']",1
ESPORTSTMNT02/1284540,Red,"['Neeko', 'Lee Sin', 'Azir', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1284553,Blue,"['Aatrox', 'Sejuani', 'Zoe', 'Aphelios', 'Morgana']",1
ESPORTSTMNT02/1284553,Red,"['Camille', 'Gragas', 'Galio', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1284713,Blue,"['Ornn', 'Jarvan IV', 'Zoe', 'Ezreal', 'Rumble']",0
ESPORTSTMNT02/1284713,Red,"['Fiora', ""Rek'Sai"", 'Ryze', 'Lucian', 'Braum']",1
ESPORTSTMNT02/1284725,Blue,"['Ornn', 'Qiyana', 'Ryze', 'Kalista', 'Taric']",0
ESPORTSTMNT02/1284725,Red,"['Renekton', ""Rek'Sai"", 'LeBlanc', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1284743,Blue,"['Renekton', 'Gragas', 'LeBlanc', 'Aphelios', 'Thresh']",0
ESPORTSTMNT02/1284743,Red,"['Ornn', 'Nidalee', 'Lissandra', 'Xayah', 'Blitzcrank']",1
ESPORTSTMNT02/1284771,Blue,"['Sett', ""Rek'Sai"", 'Ryze', 'Miss Fortune', 'Morgana']",0
ESPORTSTMNT02/1284771,Red,"['Soraka', 'Jarvan IV', 'Cassiopeia', 'Aphelios', 'Karma']",1
ESPORTSTMNT02/1284779,Blue,"['Sett', 'Skarner', 'Ziggs', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1284779,Red,"['Mordekaiser', 'Jarvan IV', 'Yasuo', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1284923,Blue,"['Gangplank', 'Jarvan IV', 'Syndra', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1284923,Red,"['Aatrox', 'Olaf', 'Diana', 'Lucian', 'Yuumi']",0
ESPORTSTMNT02/1284941,Blue,"['Aatrox', 'Gragas', 'Rumble', 'Aphelios', 'Braum']",1
ESPORTSTMNT02/1284941,Red,"['Vladimir', ""Rek'Sai"", 'Zoe', 'Ashe', 'Leona']",0
ESPORTSTMNT02/1284967,Blue,"['Mordekaiser', 'Elise', 'Lucian', 'Ashe', 'Senna']",0
ESPORTSTMNT02/1284967,Red,"['Aatrox', 'Sejuani', 'Zoe', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT02/1284999,Blue,"['Sett', 'Jarvan IV', 'Orianna', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT02/1284999,Red,"['Aatrox', 'Sejuani', 'Ekko', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT02/1285073,Blue,"['Renekton', 'Elise', 'Ziggs', 'Ezreal', 'Pyke']",0
ESPORTSTMNT02/1285073,Red,"['Aatrox', 'Sejuani', 'Varus', 'Jhin', 'Bard']",1
ESPORTSTMNT02/1286608,Blue,"['Soraka', 'Olaf', 'Jayce', 'Ziggs', 'Nautilus']",0
ESPORTSTMNT02/1286608,Red,"['Aatrox', 'Trundle', 'Rumble', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT02/1286670,Blue,"['Aatrox', 'Kindred', 'Sylas', 'Aphelios', 'Braum']",1
ESPORTSTMNT02/1286670,Red,"['Ornn', ""Rek'Sai"", 'Azir', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1286682,Blue,"['Sett', 'Olaf', 'LeBlanc', 'Ezreal', 'Karma']",1
ESPORTSTMNT02/1286682,Red,"['Soraka', 'Lee Sin', 'Syndra', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT02/1286736,Blue,"['Soraka', 'Jarvan IV', 'Ekko', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1286736,Red,"['Sett', 'Gragas', 'Azir', ""Kai'Sa"", 'Taric']",1
ESPORTSTMNT02/1286918,Blue,"['Kennen', 'Jarvan IV', 'Lissandra', 'Ezreal', 'Nautilus']",1
ESPORTSTMNT02/1286918,Red,"['Aatrox', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Taric']",0
ESPORTSTMNT02/1286938,Blue,"['Camille', 'Jarvan IV', 'Syndra', 'Miss Fortune', 'Yuumi']",0
ESPORTSTMNT02/1286938,Red,"['Aatrox', 'Elise', 'Azir', 'Senna', 'Volibear']",1
ESPORTSTMNT02/1286962,Blue,"['Kennen', ""Rek'Sai"", 'Syndra', 'Aphelios', 'Taric']",1
ESPORTSTMNT02/1286962,Red,"['Aatrox', 'Lee Sin', 'Ekko', 'Ezreal', 'Karma']",0
ESPORTSTMNT02/1286964,Blue,"['Aatrox', 'Trundle', 'Zoe', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT02/1286964,Red,"['Ornn', 'Jarvan IV', 'Irelia', 'Ezreal', 'Braum']",0
ESPORTSTMNT02/1286996,Blue,"['Renekton', ""Rek'Sai"", 'Zoe', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT02/1286996,Red,"['Gangplank', 'Sejuani', 'Sylas', 'Kalista', 'Thresh']",0
ESPORTSTMNT02/1287011,Blue,"['Mordekaiser', 'Lee Sin', 'Cassiopeia', 'Miss Fortune', 'Blitzcrank']",0
ESPORTSTMNT02/1287011,Red,"['Ornn', 'Jarvan IV', 'Orianna', 'Xayah', 'Thresh']",1
ESPORTSTMNT02/1287017,Blue,"['Ornn', 'Gragas', 'Zoe', 'Ezreal', 'Nautilus']",1
ESPORTSTMNT02/1287017,Red,"['Soraka', 'Sejuani', 'Qiyana', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT02/1287022,Blue,"['Kayle', 'Jarvan IV', 'Ornn', 'Kalista', 'Nautilus']",1
ESPORTSTMNT02/1287022,Red,"['Quinn', 'Sejuani', 'Syndra', 'Sett', 'Yuumi']",0
ESPORTSTMNT02/1287039,Blue,"['Ornn', 'Shyvana', 'Zoe', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT02/1287039,Red,"['Mordekaiser', 'Sejuani', 'Pantheon', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT02/1287048,Blue,"['Soraka', 'Olaf', 'Azir', 'Aphelios', 'Taric']",0
ESPORTSTMNT02/1287048,Red,"['Sett', 'Trundle', 'Zoe', 'Caitlyn', 'Senna']",1
ESPORTSTMNT02/1287051,Blue,"['Fiora', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Morgana']",1
ESPORTSTMNT02/1287051,Red,"['Mordekaiser', 'Jarvan IV', 'Rumble', 'Ezreal', 'Karma']",0
ESPORTSTMNT02/1287054,Blue,"['Ornn', 'Shyvana', 'Lucian', 'Caitlyn', 'Karma']",1
ESPORTSTMNT02/1287054,Red,"['Vladimir', 'Jarvan IV', 'Rumble', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT02/1287064,Blue,"['Ornn', 'Gragas', 'LeBlanc', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT02/1287064,Red,"['Sett', 'Lee Sin', 'Zoe', 'Lucian', 'Blitzcrank']",1
ESPORTSTMNT02/1287073,Blue,"['Gangplank', 'Jarvan IV', 'Rumble', 'Miss Fortune', 'Braum']",1
ESPORTSTMNT02/1287073,Red,"['Renekton', 'Gragas', 'Azir', 'Jhin', 'Nautilus']",0
ESPORTSTMNT02/1287168,Blue,"['Ornn', 'Elise', 'Pantheon', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT02/1287168,Red,"['Zilean', ""Rek'Sai"", 'Syndra', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1287203,Blue,"['Sett', 'Nidalee', 'Jayce', 'Morgana', 'Pyke']",0
ESPORTSTMNT02/1287203,Red,"['Akali', 'Jarvan IV', 'Azir', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT02/1287256,Blue,"['Soraka', 'Olaf', 'Rumble', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1287256,Red,"['Viktor', 'Trundle', 'Ornn', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT02/1287286,Blue,"['Aatrox', 'Lee Sin', 'Syndra', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT02/1287286,Red,"['Kennen', 'Sejuani', 'Sett', 'Varus', 'Yuumi']",1
ESPORTSTMNT02/1291045,Blue,"['Sett', 'Sejuani', 'Azir', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1291045,Red,"['Ornn', 'Gragas', 'Orianna', 'Aphelios', 'Braum']",0
ESPORTSTMNT02/1291071,Blue,"['Gangplank', 'Jarvan IV', 'Orianna', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1291071,Red,"['Ornn', ""Rek'Sai"", 'Zoe', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1291091,Blue,"['Soraka', ""Rek'Sai"", 'Ornn', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT02/1291091,Red,"['Tristana', 'Lee Sin', 'Mordekaiser', 'Varus', 'Sett']",0
ESPORTSTMNT02/1291892,Blue,"['Aatrox', 'Olaf', 'Malzahar', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT02/1291892,Red,"['Nocturne', 'Elise', 'Zoe', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT02/1291908,Blue,"['Aatrox', 'Sejuani', 'Rumble', 'Senna', 'Galio']",0
ESPORTSTMNT02/1291908,Red,"['Ornn', 'Jarvan IV', 'Cassiopeia', 'Aphelios', 'Yuumi']",1
ESPORTSTMNT02/1291926,Blue,"['Cassiopeia', ""Rek'Sai"", 'Rumble', 'Ezreal', 'Galio']",0
ESPORTSTMNT02/1291926,Red,"['Mordekaiser', 'Jarvan IV', 'Zoe', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT02/1291972,Blue,"['Ornn', 'Trundle', 'Syndra', 'Aphelios', 'Thresh']",1
ESPORTSTMNT02/1291972,Red,"['Aatrox', 'Sejuani', 'Zoe', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1292006,Blue,"['Renekton', 'Jarvan IV', 'Rumble', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1292006,Red,"['Aatrox', 'Gragas', 'Cassiopeia', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT02/1292243,Blue,"['Aatrox', 'Lee Sin', 'Cassiopeia', 'Xayah', 'Nautilus']",1
ESPORTSTMNT02/1292243,Red,"['Ornn', 'Gragas', 'Zoe', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT02/1292331,Blue,"['Singed', 'Jarvan IV', 'Cassiopeia', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1292331,Red,"['Irelia', 'Sejuani', ""Vel'Koz"", 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT02/1292374,Blue,"['Kayle', 'Olaf', 'Ryze', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT02/1292374,Red,"['Sett', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Braum']",1
ESPORTSTMNT02/1292611,Blue,"['Ornn', 'Jarvan IV', 'Zoe', 'Ezreal', 'Rumble']",1
ESPORTSTMNT02/1292611,Red,"['Mordekaiser', 'Karthus', 'Pantheon', 'Miss Fortune', 'Braum']",0
ESPORTSTMNT02/1292653,Blue,"['Mordekaiser', 'Lee Sin', 'Cassiopeia', 'Aphelios', 'Taric']",0
ESPORTSTMNT02/1292653,Red,"['Ornn', ""Rek'Sai"", 'Azir', 'Miss Fortune', 'Sett']",1
ESPORTSTMNT02/1292699,Blue,"['Ornn', 'Xin Zhao', 'Viktor', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1292699,Red,"['Sett', 'Kindred', 'Ekko', 'Miss Fortune', 'Morgana']",1
ESPORTSTMNT02/1292716,Blue,"['Sett', 'Lee Sin', 'Ziggs', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1292716,Red,"['Renekton', 'Nidalee', 'Ornn', 'Miss Fortune', 'Morgana']",1
ESPORTSTMNT02/1293082,Blue,"['Mordekaiser', ""Rek'Sai"", 'Zoe', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1293082,Red,"['Aatrox', 'Gragas', 'Malzahar', 'Miss Fortune', 'Yuumi']",1
ESPORTSTMNT02/1293098,Blue,"['Sett', 'Trundle', 'Syndra', 'Xayah', 'Rakan']",1
ESPORTSTMNT02/1293098,Red,"['Ornn', 'Lee Sin', 'Fizz', 'Miss Fortune', 'Taric']",0
ESPORTSTMNT02/1293131,Blue,"['Ornn', ""Rek'Sai"", 'Zoe', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT02/1293131,Red,"['Sett', 'Lee Sin', 'Orianna', 'Aphelios', 'Bard']",1
ESPORTSTMNT02/1293141,Blue,"['Mordekaiser', 'Nidalee', 'Renekton', 'Aphelios', 'Bard']",1
ESPORTSTMNT02/1293141,Red,"['Ornn', ""Rek'Sai"", 'Aatrox', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT02/1293718,Blue,"['Sett', 'Gragas', 'Viktor', 'Kalista', 'Thresh']",0
ESPORTSTMNT02/1293718,Red,"['Gangplank', 'Elise', 'Ornn', 'Miss Fortune', 'Blitzcrank']",1
ESPORTSTMNT02/1293757,Blue,"['Ornn', 'Lee Sin', 'Azir', 'Xayah', 'Rakan']",0
ESPORTSTMNT02/1293757,Red,"['Sett', 'Jarvan IV', 'Ekko', 'Miss Fortune', 'Morgana']",1
ESPORTSTMNT02/1293762,Blue,"['Sett', 'Sejuani', 'Viktor', 'Kalista', 'Thresh']",0
ESPORTSTMNT02/1293762,Red,"['Renekton', 'Elise', 'Ornn', 'Miss Fortune', 'Blitzcrank']",1
ESPORTSTMNT02/1293784,Blue,"['Aatrox', 'Olaf', 'Zoe', 'Varus', 'Taric']",1
